user_id,user_type,is_logged_in,country,city
U_000060,returning,False,India,Ahmedabad
U_000061,new,False,India,Mumbai
U_000062,returning,False,India,Kolkata
U_000063,returning,False,India,Kolkata
U_000064,new,False,India,Lucknow
U_000065,returning,False,India,Bangalore
U_000066,new,False,India,Delhi
U_000067,returning,False,India,Jaipur
U_000068,new,False,India,Jaipur
U_000069,subscriber,True,India,Delhi
U_000070,new,False,India,Bangalore
U_000071,returning,False,India,Jaipur
U_000072,returning,False,India,Chennai
U_000073,returning,True,India,Hyderabad
U_000074,returning,False,UK,Duanestad
U_000075,new,False,India,Chennai
U_000076,returning,False,India,Mumbai
U_000077,new,False,India,Hyderabad
U_000078,new,False,India,Delhi
U_000079,new,False,India,Delhi
U_000080,new,True,India,Jaipur
U_000081,new,False,India,Pune
U_000082,returning,False,India,Kolkata
U_000083,new,False,India,Kolkata
U_000084,returning,True,India,Mumbai
U_000085,returning,False,India,Jaipur
U_000086,new,False,India,Jaipur
U_000087,new,False,India,Bangalore
U_000088,new,True,India,Delhi
U_000089,new,False,India,Hyderabad
U_000090,new,False,India,Delhi
U_000091,new,False,India,Jaipur
U_000092,returning,True,India,Jaipur
U_000093,returning,True,India,Bangalore
U_000094,returning,True,India,Ahmedabad
U_000095,returning,False,India,Chennai
U_000096,new,False,India,Jaipur
U_000097,returning,True,India,Mumbai
U_000098,new,False,India,Jaipur
U_000099,new,False,India,Mumbai
U_000100,returning,False,India,Mumbai
U_000101,new,False,India,Mumbai
U_000102,new,False,India,Chennai
U_000103,new,True,India,Chennai
U_000104,new,False,India,Ahmedabad
U_000105,returning,False,India,Hyderabad
U_000106,returning,False,India,Hyderabad
U_000107,new,False,UAE,East Krystalstad
U_000108,new,False,USA,Lambertberg
U_000109,returning,False,India,Jaipur
U_000110,returning,False,India,Ahmedabad
U_000111,new,False,India,Bangalore
U_000112,new,False,India,Chennai
U_000113,new,True,India,Pune
U_000114,new,False,UAE,East Christie
U_000115,new,False,India,Delhi
U_000116,new,False,India,Pune
U_000117,subscriber,True,India,Kolkata
U_000118,returning,True,India,Bangalore
U_000119,new,False,USA,Anthonyfort
U_000120,returning,True,India,Chennai
U_000121,new,False,India,Lucknow
U_000122,new,False,India,Lucknow
U_000123,returning,False,India,Chennai
U_000124,returning,False,India,Pune
U_000125,returning,False,India,Jaipur
U_000126,returning,False,India,Kolkata
U_000127,new,False,Canada,Port Theresa
U_000128,new,True,India,Jaipur
U_000129,returning,False,India,Pune
U_000130,new,True,India,Hyderabad
U_000131,new,False,India,Kolkata
U_000132,new,False,India,Bangalore
U_000133,returning,False,India,Mumbai
U_000134,returning,False,India,Pune
U_000135,returning,False,India,Hyderabad
U_000136,new,False,India,Mumbai
U_000137,returning,False,India,Hyderabad
U_000138,new,False,India,Ahmedabad
U_000139,returning,False,India,Hyderabad
U_000140,new,False,India,Ahmedabad
U_000141,returning,False,India,Mumbai
U_000142,new,False,India,Lucknow
U_000143,new,False,India,Pune
U_000144,new,False,India,Bangalore
U_000145,new,False,India,Hyderabad
U_000146,new,False,India,Hyderabad
U_000147,new,True,Canada,West Bridget
U_000148,returning,False,India,Ahmedabad
U_000149,new,False,UK,Benjaminhaven
U_000150,new,False,India,Bangalore
U_000151,new,False,India,Delhi
U_000152,new,False,India,Mumbai
U_000153,new,False,India,Hyderabad
U_000154,new,True,UK,Jaredview
U_000155,new,False,India,Mumbai
U_000156,subscriber,True,India,Chennai
U_000157,new,True,UAE,North Jennifer
U_000158,new,False,India,Jaipur
U_000159,new,True,India,Jaipur
U_000160,new,False,UK,West Jonathan
U_000161,new,False,India,Bangalore
U_000162,returning,True,India,Chennai
U_000163,returning,False,India,Jaipur
U_000164,new,False,India,Ahmedabad
U_000165,new,False,India,Delhi
U_000166,returning,False,India,Kolkata
U_000167,new,True,India,Ahmedabad
U_000168,new,False,India,Delhi
U_000169,new,False,India,Jaipur
U_000170,returning,False,India,Chennai
U_000171,returning,True,India,Kolkata
U_000172,returning,False,Canada,Lake Amandaborough
U_000173,new,False,India,Hyderabad
U_000174,returning,False,India,Delhi
U_000175,new,False,USA,North Robert
U_000176,new,True,India,Ahmedabad
U_000177,new,False,UAE,Simmonsstad
U_000178,new,False,India,Jaipur
U_000179,returning,False,India,Bangalore
U_000180,new,False,India,Mumbai
U_000181,returning,False,India,Chennai
U_000182,new,False,India,Ahmedabad
U_000183,subscriber,True,India,Jaipur
U_000184,new,False,India,Delhi
U_000185,returning,False,India,Hyderabad
U_000186,returning,False,India,Chennai
U_000187,new,True,India,Jaipur
U_000188,returning,False,India,Lucknow
U_000189,new,False,India,Ahmedabad
U_000190,returning,False,India,Kolkata
U_000191,new,False,India,Hyderabad
U_000192,returning,True,India,Ahmedabad
U_000193,new,False,UK,Port Sean
U_000194,subscriber,True,India,Bangalore
U_000195,new,False,India,Hyderabad
U_000196,subscriber,True,India,Mumbai
U_000197,subscriber,True,India,Lucknow
U_000198,new,False,India,Lucknow
U_000199,returning,True,India,Hyderabad
U_000200,new,False,India,Mumbai
U_000201,new,False,India,Chennai
U_000202,subscriber,True,UAE,East Melissa
U_000203,returning,False,India,Delhi
U_000204,returning,False,India,Chennai
U_000205,returning,False,India,Mumbai
U_000206,new,False,India,Ahmedabad
U_000207,new,False,India,Mumbai
U_000208,new,False,USA,West Hannah
U_000209,new,False,UAE,Dukeland
U_000210,returning,False,India,Jaipur
U_000211,returning,False,India,Hyderabad
U_000212,new,False,India,Jaipur
U_000213,returning,False,India,Lucknow
U_000214,returning,False,India,Jaipur
U_000215,returning,True,India,Jaipur
U_000216,returning,False,India,Kolkata
U_000217,new,False,India,Delhi
U_000218,new,False,India,Mumbai
U_000219,new,False,India,Bangalore
U_000220,new,True,India,Hyderabad
U_000221,new,False,India,Delhi
U_000222,returning,False,India,Mumbai
U_000223,new,True,India,Mumbai
U_000224,new,True,India,Kolkata
U_000225,new,False,India,Kolkata
U_000226,new,True,India,Lucknow
U_000227,new,True,India,Hyderabad
U_000228,new,False,India,Ahmedabad
U_000229,new,False,India,Delhi
U_000230,new,False,India,Mumbai
U_000231,returning,False,India,Chennai
U_000232,returning,False,India,Delhi
U_000233,new,False,India,Delhi
U_000234,new,True,India,Kolkata
U_000235,subscriber,True,India,Hyderabad
U_000236,new,True,India,Lucknow
U_000237,new,False,India,Chennai
U_000238,new,False,India,Chennai
U_000239,new,False,USA,Riveraville
U_000240,new,False,India,Hyderabad
U_000241,new,False,India,Hyderabad
U_000242,subscriber,True,India,Kolkata
U_000243,returning,True,India,Pune
U_000244,returning,False,India,Pune
U_000245,new,False,India,Mumbai
U_000246,new,True,India,Lucknow
U_000247,new,False,USA,Lake Danielleton
U_000248,new,False,India,Pune
U_000249,returning,False,India,Delhi
U_000250,new,False,India,Hyderabad
U_000251,new,False,India,Chennai
U_000252,new,False,India,Jaipur
U_000253,new,False,India,Pune
U_000254,subscriber,True,India,Pune
U_000255,returning,True,India,Kolkata
U_000256,returning,False,India,Bangalore
U_000257,returning,False,India,Lucknow
U_000258,returning,False,India,Delhi
U_000259,new,False,India,Mumbai
U_000260,subscriber,True,UAE,West Heather
U_000261,returning,False,India,Ahmedabad
U_000262,new,False,India,Lucknow
U_000263,new,True,India,Pune
U_000264,new,False,India,Lucknow
U_000265,new,False,India,Jaipur
U_000266,returning,False,USA,Lisaview
U_000267,returning,True,India,Bangalore
U_000268,returning,True,Canada,Davidberg
U_000269,returning,False,India,Ahmedabad
U_000270,returning,False,India,Mumbai
U_000271,new,True,USA,Matthewstad
U_000272,new,False,India,Ahmedabad
U_000273,new,False,Canada,Danielberg
U_000274,new,False,India,Ahmedabad
U_000275,new,False,India,Chennai
U_000276,returning,False,India,Chennai
U_000277,new,False,USA,North Kathleenmouth
U_000278,new,False,India,Mumbai
U_000279,new,False,India,Delhi
U_000280,new,True,USA,Lawrenceshire
U_000281,returning,False,India,Ahmedabad
U_000282,returning,True,India,Delhi
U_000283,new,False,India,Delhi
U_000284,subscriber,True,India,Mumbai
U_000285,new,False,India,Bangalore
U_000286,new,False,India,Kolkata
U_000287,subscriber,True,India,Jaipur
U_000288,new,True,India,Ahmedabad
U_000289,new,True,India,Delhi
U_000290,new,False,India,Hyderabad
U_000291,returning,True,India,Chennai
U_000292,returning,True,India,Jaipur
U_000293,new,False,India,Jaipur
U_000294,new,True,India,Kolkata
U_000295,new,False,UK,Angelafort
U_000296,returning,False,India,Jaipur
U_000297,new,False,India,Chennai
U_000298,new,False,India,Kolkata
U_000299,new,False,India,Delhi
U_000300,returning,False,UK,South Jennifer
U_000301,returning,False,India,Lucknow
U_000302,subscriber,True,India,Pune
U_000303,new,False,India,Bangalore
U_000304,new,False,India,Kolkata
U_000305,new,False,India,Lucknow
U_000306,new,False,India,Delhi
U_000307,new,False,India,Bangalore
U_000308,returning,False,India,Jaipur
U_000309,new,False,India,Ahmedabad
U_000310,returning,False,India,Jaipur
U_000311,new,False,India,Delhi
U_000312,new,False,India,Chennai
U_000313,new,False,India,Delhi
U_000314,returning,False,India,Jaipur
U_000315,new,False,India,Chennai
U_000316,returning,True,Canada,South Jon
U_000317,new,True,India,Chennai
U_000318,new,False,India,Pune
U_000319,subscriber,True,India,Pune
U_000320,subscriber,True,India,Lucknow
U_000321,new,False,India,Pune
U_000322,returning,True,India,Mumbai
U_000323,new,False,India,Lucknow
U_000324,new,False,India,Jaipur
U_000325,new,True,India,Bangalore
U_000326,new,False,India,Chennai
U_000327,new,False,India,Lucknow
U_000328,new,False,UK,West Andrew
U_000329,returning,False,India,Pune
U_000330,new,True,India,Ahmedabad
U_000331,subscriber,True,India,Lucknow
U_000332,new,False,India,Ahmedabad
U_000333,subscriber,True,India,Lucknow
U_000334,returning,False,USA,Brownstad
U_000335,returning,False,India,Bangalore
U_000336,new,True,India,Ahmedabad
U_000337,new,False,India,Ahmedabad
U_000338,new,True,India,Pune
U_000339,returning,False,India,Lucknow
U_000340,new,False,India,Pune
U_000341,new,False,India,Chennai
U_000342,new,True,India,Pune
U_000343,returning,True,India,Ahmedabad
U_000344,returning,False,India,Kolkata
U_000345,new,False,India,Delhi
U_000346,new,False,India,Mumbai
U_000347,new,False,India,Bangalore
U_000348,returning,False,India,Jaipur
U_000349,new,False,India,Jaipur
U_000350,new,False,India,Mumbai
U_000351,new,False,India,Hyderabad
U_000352,new,True,India,Pune
U_000353,returning,False,India,Ahmedabad
U_000354,new,False,India,Delhi
U_000355,returning,False,India,Pune
U_000356,new,False,India,Bangalore
U_000357,new,False,India,Lucknow
U_000358,new,False,India,Chennai
U_000359,new,True,India,Jaipur
U_000360,returning,False,India,Chennai
U_000361,returning,True,India,Delhi
U_000362,new,False,India,Pune
U_000363,new,False,India,Chennai
U_000364,new,False,India,Bangalore
U_000365,new,False,India,Kolkata
U_000366,new,False,India,Hyderabad
U_000367,new,True,India,Delhi
U_000368,new,False,India,Chennai
U_000369,returning,False,India,Jaipur
U_000370,new,False,UAE,Emilyhaven
U_000371,new,False,India,Bangalore
U_000372,new,False,India,Jaipur
U_000373,new,False,India,Ahmedabad
U_000374,new,True,USA,Robinsonmouth
U_000375,new,False,USA,Port Jasonshire
U_000376,new,False,India,Kolkata
U_000377,new,False,India,Hyderabad
U_000378,returning,False,India,Ahmedabad
U_000379,new,False,India,Delhi
U_000380,new,False,India,Chennai
U_000381,new,True,India,Ahmedabad
U_000382,new,False,India,Kolkata
U_000383,new,True,India,Chennai
U_000384,new,False,India,Pune
U_000385,new,False,Canada,Kaneside
U_000386,new,False,UAE,Greerchester
U_000387,new,True,India,Chennai
U_000388,new,True,India,Chennai
U_000389,new,False,India,Hyderabad
U_000390,returning,False,India,Lucknow
U_000391,subscriber,True,India,Mumbai
U_000392,returning,True,India,Mumbai
U_000393,new,True,India,Bangalore
U_000394,returning,True,India,Pune
U_000395,new,True,India,Jaipur
U_000396,new,False,India,Hyderabad
U_000397,new,False,Canada,Shortborough
U_000398,new,True,India,Bangalore
U_000399,new,False,India,Hyderabad
U_000400,returning,False,India,Mumbai
U_000401,returning,False,India,Pune
U_000402,new,False,India,Lucknow
U_000403,new,True,UK,Simpsonhaven
U_000404,returning,False,India,Lucknow
U_000405,new,True,India,Jaipur
U_000406,subscriber,True,India,Ahmedabad
U_000407,returning,False,India,Mumbai
U_000408,new,False,India,Jaipur
U_000409,returning,False,India,Chennai
U_000410,new,False,Canada,Blakeport
U_000411,returning,False,India,Lucknow
U_000412,new,False,India,Delhi
U_000413,returning,False,India,Kolkata
U_000414,new,False,India,Delhi
U_000415,returning,False,India,Hyderabad
U_000416,new,False,India,Hyderabad
U_000417,new,False,India,Kolkata
U_000418,new,False,India,Kolkata
U_000419,new,False,India,Chennai
U_000420,new,False,India,Jaipur
U_000421,new,False,India,Mumbai
U_000422,returning,False,India,Chennai
U_000423,new,True,India,Ahmedabad
U_000424,new,True,India,Lucknow
U_000425,returning,False,India,Kolkata
U_000426,new,False,India,Hyderabad
U_000427,new,False,India,Jaipur
U_000428,new,False,India,Mumbai
U_000429,new,True,India,Delhi
U_000430,new,False,India,Delhi
U_000431,returning,False,India,Mumbai
U_000432,new,True,India,Kolkata
U_000433,subscriber,True,India,Hyderabad
U_000434,returning,False,UAE,Phamberg
U_000435,new,False,USA,East Davidberg
U_000436,returning,False,India,Ahmedabad
U_000437,new,False,Canada,North Madisonside
U_000438,returning,False,India,Kolkata
U_000439,new,False,UAE,North Douglasland
U_000440,new,False,India,Kolkata
U_000441,new,False,India,Pune
U_000442,new,False,India,Bangalore
U_000443,returning,False,India,Lucknow
U_000444,returning,False,India,Delhi
U_000445,new,False,India,Hyderabad
U_000446,returning,False,UAE,East Danielmouth
U_000447,new,False,India,Ahmedabad
U_000448,new,False,India,Jaipur
U_000449,new,False,India,Jaipur
U_000450,new,False,India,Hyderabad
U_000451,new,False,UK,Port Joshuaburgh
U_000452,new,True,India,Mumbai
U_000453,returning,True,India,Pune
U_000454,returning,False,India,Delhi
U_000455,returning,False,India,Jaipur
U_000456,new,False,India,Pune
U_000457,new,True,India,Kolkata
U_000458,new,False,India,Chennai
U_000459,new,True,India,Hyderabad
U_000460,subscriber,True,India,Hyderabad
U_000461,returning,False,India,Lucknow
U_000462,returning,True,India,Chennai
U_000463,new,True,India,Delhi
U_000464,new,False,India,Chennai
U_000465,returning,False,India,Mumbai
U_000466,returning,False,India,Chennai
U_000467,returning,True,India,Bangalore
U_000468,new,False,India,Hyderabad
U_000469,new,True,India,Hyderabad
U_000470,subscriber,True,India,Bangalore
U_000471,new,False,India,Mumbai
U_000472,new,False,UK,Heidichester
U_000473,new,False,Canada,Stanleyview
U_000474,subscriber,True,India,Hyderabad
U_000475,subscriber,True,India,Mumbai
U_000476,returning,False,India,Ahmedabad
U_000477,new,False,India,Mumbai
U_000478,returning,False,India,Lucknow
U_000479,new,False,India,Pune
U_000480,subscriber,True,India,Bangalore
U_000481,new,False,India,Jaipur
U_000482,new,False,India,Hyderabad
U_000483,new,False,Canada,Kingport
U_000484,new,False,India,Kolkata
U_000485,returning,False,India,Mumbai
U_000486,returning,True,India,Lucknow
U_000487,returning,True,India,Hyderabad
U_000488,new,False,UK,Mooremouth
U_000489,subscriber,True,India,Jaipur
U_000490,new,False,India,Delhi
U_000491,subscriber,True,India,Delhi
U_000492,returning,False,India,Kolkata
U_000493,new,True,India,Kolkata
U_000494,new,True,India,Mumbai
U_000495,new,True,India,Kolkata
U_000496,new,False,India,Chennai
U_000497,returning,False,India,Pune
U_000498,new,False,India,Chennai
U_000499,returning,False,India,Lucknow
U_000500,new,False,India,Lucknow
U_000501,new,False,India,Delhi
U_000502,returning,True,India,Kolkata
U_000503,new,False,USA,North Catherineberg
U_000504,subscriber,True,India,Pune
U_000505,new,False,India,Kolkata
U_000506,returning,True,India,Mumbai
U_000507,new,False,UAE,Martinezland
U_000508,new,False,India,Mumbai
U_000509,returning,False,India,Lucknow
U_000510,returning,False,India,Pune
U_000511,returning,False,India,Chennai
U_000512,new,False,India,Hyderabad
U_000513,new,False,India,Mumbai
U_000514,new,False,India,Mumbai
U_000515,returning,False,India,Chennai
U_000516,new,False,UK,Port Elizabethview
U_000517,new,True,India,Bangalore
U_000518,new,True,India,Mumbai
U_000519,new,False,India,Lucknow
U_000520,new,False,India,Ahmedabad
U_000521,new,True,India,Mumbai
U_000522,new,False,India,Pune
U_000523,returning,False,India,Jaipur
U_000524,new,False,India,Kolkata
U_000525,subscriber,True,India,Jaipur
U_000526,returning,False,India,Delhi
U_000527,new,False,USA,Kimberlymouth
U_000528,new,True,UAE,New Jennifermouth
U_000529,returning,True,India,Delhi
U_000530,returning,False,India,Mumbai
U_000531,new,False,India,Chennai
U_000532,new,False,India,Bangalore
U_000533,returning,False,India,Jaipur
U_000534,returning,False,India,Ahmedabad
U_000535,returning,False,India,Mumbai
U_000536,new,False,India,Delhi
U_000537,returning,True,India,Mumbai
U_000538,new,True,India,Lucknow
U_000539,new,False,India,Bangalore
U_000540,new,False,India,Mumbai
U_000541,new,False,India,Jaipur
U_000542,returning,False,UK,West Austin
U_000543,returning,True,UAE,Lake William
U_000544,new,False,India,Delhi
U_000545,new,False,India,Ahmedabad
U_000546,new,False,India,Chennai
U_000547,new,False,India,Ahmedabad
U_000548,subscriber,True,India,Lucknow
U_000549,new,True,India,Chennai
U_000550,new,False,India,Chennai
U_000551,new,True,India,Hyderabad
U_000552,new,False,India,Bangalore
U_000553,new,False,India,Pune
U_000554,new,False,India,Hyderabad
U_000555,new,False,India,Delhi
U_000556,new,False,India,Kolkata
U_000557,returning,False,India,Lucknow
U_000558,returning,False,India,Jaipur
U_000559,new,False,India,Pune
U_000560,new,False,India,Chennai
U_000561,returning,False,India,Bangalore
U_000562,new,False,India,Hyderabad
U_000563,returning,False,India,Lucknow
U_000564,returning,False,India,Hyderabad
U_000565,returning,False,Canada,Shannonton
U_000566,subscriber,True,India,Pune
U_000567,new,True,India,Lucknow
U_000568,returning,False,India,Jaipur
U_000569,new,False,India,Kolkata
U_000570,new,False,India,Bangalore
U_000571,new,False,India,Delhi
U_000572,returning,True,India,Jaipur
U_000573,new,False,India,Mumbai
U_000574,new,False,India,Pune
U_000575,new,False,India,Mumbai
U_000576,new,True,India,Lucknow
U_000577,new,True,India,Jaipur
U_000578,new,False,India,Kolkata
U_000579,returning,False,India,Kolkata
U_000580,new,False,India,Kolkata
U_000581,new,False,India,Kolkata
U_000582,returning,False,India,Kolkata
U_000583,new,False,India,Kolkata
U_000584,new,False,India,Delhi
U_000585,new,False,India,Chennai
U_000586,returning,False,India,Pune
U_000587,new,False,India,Pune
U_000588,returning,False,India,Bangalore
U_000589,returning,False,India,Mumbai
U_000590,returning,False,India,Bangalore
U_000591,returning,False,UK,North Jasonberg
U_000592,new,False,India,Lucknow
U_000593,new,False,India,Pune
U_000594,returning,False,India,Ahmedabad
U_000595,returning,False,India,Bangalore
U_000596,returning,True,India,Kolkata
U_000597,new,False,India,Bangalore
U_000598,returning,False,India,Delhi
U_000599,new,True,India,Kolkata
U_000600,new,False,UAE,New Mark
U_000601,returning,False,India,Pune
U_000602,returning,False,India,Pune
U_000603,new,True,India,Mumbai
U_000604,new,True,India,Lucknow
U_000605,new,True,India,Ahmedabad
U_000606,returning,True,Canada,Port Brittanyfurt
U_000607,new,False,India,Pune
U_000608,returning,True,India,Bangalore
U_000609,returning,True,India,Ahmedabad
U_000610,new,False,India,Mumbai
U_000611,new,False,India,Ahmedabad
U_000612,new,False,India,Kolkata
U_000613,returning,False,India,Kolkata
U_000614,new,False,India,Bangalore
U_000615,new,False,UAE,Kelseytown
U_000616,new,True,India,Mumbai
U_000617,new,True,India,Jaipur
U_000618,returning,False,India,Jaipur
U_000619,new,False,India,Pune
U_000620,new,False,India,Bangalore
U_000621,new,False,India,Chennai
U_000622,returning,False,UAE,Lake Markport
U_000623,returning,True,India,Pune
U_000624,returning,False,India,Mumbai
U_000625,new,False,India,Kolkata
U_000626,returning,True,India,Hyderabad
U_000627,new,False,India,Ahmedabad
U_000628,new,False,India,Bangalore
U_000629,new,False,India,Kolkata
U_000630,new,False,India,Delhi
U_000631,new,False,India,Lucknow
U_000632,new,False,India,Ahmedabad
U_000633,new,True,India,Hyderabad
U_000634,returning,True,India,Ahmedabad
U_000635,new,False,India,Lucknow
U_000636,new,True,India,Chennai
U_000637,returning,False,India,Ahmedabad
U_000638,new,False,India,Ahmedabad
U_000639,returning,False,India,Kolkata
U_000640,returning,True,UAE,Cardenasstad
U_000641,new,False,India,Jaipur
U_000642,returning,True,India,Kolkata
U_000643,new,False,India,Chennai
U_000644,returning,False,India,Chennai
U_000645,new,False,India,Pune
U_000646,new,False,India,Bangalore
U_000647,new,False,India,Pune
U_000648,returning,False,USA,Baileyfort
U_000649,new,True,India,Lucknow
U_000650,new,False,India,Jaipur
U_000651,new,True,India,Delhi
U_000652,returning,False,UK,Port Andreaton
U_000653,new,False,India,Delhi
U_000654,new,True,India,Bangalore
U_000655,returning,False,India,Lucknow
U_000656,new,False,India,Ahmedabad
U_000657,new,False,India,Jaipur
U_000658,returning,False,India,Jaipur
U_000659,returning,False,Canada,Alyssaside
U_000660,returning,False,India,Ahmedabad
U_000661,new,False,India,Jaipur
U_000662,returning,False,India,Jaipur
U_000663,returning,False,India,Jaipur
U_000664,new,False,Canada,New Sarah
U_000665,new,False,India,Chennai
U_000666,returning,False,India,Hyderabad
U_000667,new,False,India,Hyderabad
U_000668,new,False,India,Bangalore
U_000669,new,False,India,Ahmedabad
U_000670,returning,False,India,Bangalore
U_000671,new,False,India,Jaipur
U_000672,new,False,India,Lucknow
U_000673,new,False,UK,South Kurt
U_000674,new,False,India,Chennai
U_000675,new,True,India,Ahmedabad
U_000676,returning,False,India,Lucknow
U_000677,new,True,India,Mumbai
U_000678,new,False,India,Mumbai
U_000679,returning,False,India,Hyderabad
U_000680,new,True,UK,Hannahshire
U_000681,new,False,India,Chennai
U_000682,new,False,India,Lucknow
U_000683,new,False,India,Lucknow
U_000684,returning,True,India,Hyderabad
U_000685,new,False,India,Jaipur
U_000686,returning,False,India,Ahmedabad
U_000687,returning,False,India,Lucknow
U_000688,returning,False,UAE,North Erikaburgh
U_000689,returning,False,India,Kolkata
U_000690,new,True,India,Hyderabad
U_000691,returning,False,India,Bangalore
U_000692,new,False,India,Bangalore
U_000693,new,False,India,Mumbai
U_000694,new,False,UAE,North Travisville
U_000695,returning,False,India,Ahmedabad
U_000696,new,False,India,Pune
U_000697,returning,False,India,Ahmedabad
U_000698,new,False,India,Delhi
U_000699,new,False,India,Jaipur
U_000700,new,False,India,Ahmedabad
U_000701,new,True,India,Ahmedabad
U_000702,new,False,India,Delhi
U_000703,new,False,UK,Dianaton
U_000704,new,False,India,Ahmedabad
U_000705,new,False,India,Bangalore
U_000706,new,False,India,Mumbai
U_000707,new,True,India,Chennai
U_000708,new,False,UAE,Port Kathleenchester
U_000709,new,True,India,Bangalore
U_000710,new,False,India,Delhi
U_000711,new,True,India,Hyderabad
U_000712,new,False,UK,East Jessicamouth
U_000713,new,True,India,Ahmedabad
U_000714,new,False,India,Chennai
U_000715,returning,False,India,Delhi
U_000716,returning,False,India,Ahmedabad
U_000717,new,False,India,Ahmedabad
U_000718,new,False,India,Bangalore
U_000719,new,True,India,Ahmedabad
U_000720,new,False,India,Chennai
U_000721,returning,False,India,Bangalore
U_000722,new,False,India,Delhi
U_000723,returning,True,India,Pune
U_000724,new,True,India,Chennai
U_000725,subscriber,True,India,Kolkata
U_000726,returning,True,India,Hyderabad
U_000727,new,False,India,Mumbai
U_000728,new,False,India,Bangalore
U_000729,returning,True,India,Hyderabad
U_000730,new,False,India,Chennai
U_000731,returning,False,India,Chennai
U_000732,new,False,India,Mumbai
U_000733,new,True,India,Jaipur
U_000734,new,True,India,Bangalore
U_000735,new,False,India,Lucknow
U_000736,returning,True,UK,Harrisstad
U_000737,returning,False,India,Ahmedabad
U_000738,new,False,India,Pune
U_000739,new,False,USA,Fergusontown
U_000740,returning,False,India,Bangalore
U_000741,subscriber,True,Canada,Martinstad
U_000742,new,True,India,Jaipur
U_000743,new,True,India,Bangalore
U_000744,returning,True,India,Kolkata
U_000745,returning,True,India,Mumbai
U_000746,returning,False,India,Jaipur
U_000747,new,False,India,Ahmedabad
U_000748,returning,False,India,Jaipur
U_000749,returning,False,India,Jaipur
U_000750,new,True,India,Bangalore
U_000751,new,False,India,Bangalore
U_000752,new,False,India,Jaipur
U_000753,new,False,India,Kolkata
U_000754,new,False,India,Lucknow
U_000755,new,False,UK,Waltonland
U_000756,returning,False,India,Chennai
U_000757,new,False,India,Kolkata
U_000758,new,True,India,Kolkata
U_000759,new,False,India,Ahmedabad
U_000760,new,True,India,Jaipur
U_000761,returning,False,India,Jaipur
U_000762,new,True,India,Kolkata
U_000763,new,False,India,Kolkata
U_000764,new,False,India,Ahmedabad
U_000765,new,False,India,Pune
U_000766,returning,True,India,Chennai
U_000767,returning,False,India,Kolkata
U_000768,returning,True,UAE,Angelamouth
U_000769,returning,False,India,Hyderabad
U_000770,new,False,India,Jaipur
U_000771,new,False,India,Kolkata
U_000772,new,False,India,Chennai
U_000773,subscriber,True,India,Mumbai
U_000774,new,False,India,Lucknow
U_000775,new,False,India,Ahmedabad
U_000776,returning,True,India,Kolkata
U_000777,returning,False,India,Delhi
U_000778,new,False,India,Pune
U_000779,new,True,India,Pune
U_000780,new,False,India,Lucknow
U_000781,new,False,India,Kolkata
U_000782,new,False,India,Kolkata
U_000783,returning,False,India,Pune
U_000784,new,False,India,Mumbai
U_000785,new,False,India,Pune
U_000786,new,False,India,Jaipur
U_000787,new,True,India,Kolkata
U_000788,new,True,India,Kolkata
U_000789,returning,True,India,Ahmedabad
